Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Kilometers_Per_Year,Is_First_Owner
2293,Tata Nano Lx,Coimbatore,2013,37287,Petrol,Manual,First,26.0,624.0,35.0,4.0,11.75,1.74,13,Tata,2663.0,1
2294,Honda City 1.5 V AT,Delhi,2011,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,11.75,4.45,15,Honda,3750.0,1
2295,Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,39419,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.75,4.95,9,Ford,3942.0,1
2296,Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,11.75,5.64,12,Hyundai,4231.0,1
2297,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,7000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,11.75,6.9,10,Ford,636.0,1
2298,Audi A4 2.0 TDI,Hyderabad,2011,85000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.95,13.95,15,Audi,5312.0,1
2299,BMW 1 Series 118d Sport Line,Hyderabad,2013,51000,Diesel,Automatic,Second,20.58,1995.0,143.0,5.0,17.0,17.0,13,BMW,3643.0,0
2300,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2012,90000,Diesel,Manual,Second,13.93,2179.0,138.03,7.0,11.75,4.6,14,Tata,6000.0,0
2301,Mahindra Scorpio VLX 4WD AIRBAG BSIV,Jaipur,2010,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,11.75,5.21,16,Mahindra,6176.0,0
2302,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,36458,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.34,12.34,9,Hyundai,3646.0,1
2303,Honda City ZX VTEC,Chennai,2006,109000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,11.75,1.5,20,Honda,5190.0,1
2304,BMW X1 sDrive 20d Sportline,Delhi,2015,49000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,22.99,22.99,11,BMW,4083.0,1
2306,Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,45000,Diesel,Automatic,First,14.7,2993.0,241.4,6.0,40.0,40.0,16,Land,2647.0,1
2307,Maruti Alto LXi BSIII,Chennai,2008,68000,Petrol,Manual,Third,19.7,796.0,46.3,5.0,11.75,1.2,18,Maruti,3579.0,0
2308,Hyundai i10 Asta Sunroof AT,Mumbai,2011,54000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,11.75,2.9,15,Hyundai,3375.0,1
2309,Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,21.77,13.9,10,Hyundai,2545.0,1
2310,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,38500,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,11.75,7.85,10,Maruti,3500.0,0
2311,BMW X5 xDrive 30d,Coimbatore,2016,17738,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,54.45,54.45,10,BMW,1613.0,1
2312,Chevrolet Tavera LT 9 Str BS IV,Kolkata,2012,67132,Diesel,Manual,First,13.58,2499.0,78.0,9.0,11.75,4.75,14,Chevrolet,4475.0,1
2313,Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,11.3,3.25,15,Volkswagen,2938.0,1
2314,Honda City i VTEC V,Mumbai,2015,28005,Petrol,Manual,First,17.8,1497.0,117.3,5.0,11.75,7.1,11,Honda,2334.0,1
2315,Maruti Swift VXI BSIV,Kolkata,2017,13000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,11.75,4.65,9,Maruti,1300.0,1
2316,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Kolkata,2012,67000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,11.75,5.0,14,Volkswagen,4467.0,1
2317,Hyundai i20 Sportz 1.2,Delhi,2015,50000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,11.75,4.95,11,Hyundai,4167.0,1
2318,Mahindra XUV500 W8 2WD,Bangalore,2014,55000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.75,9.8,12,Mahindra,4231.0,1
2319,Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,Diesel,Automatic,First,18.0,2987.0,258.0,5.0,92.5,78.8,7,Mercedes-Benz,1164.0,1
2320,Maruti Celerio LXI,Kolkata,2015,30458,Petrol,Manual,First,23.1,998.0,67.04,5.0,11.75,2.99,11,Maruti,2538.0,1
2321,Volkswagen Vento 1.6 Highline,Mumbai,2014,46000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,11.91,4.45,12,Volkswagen,3538.0,1
2322,Tata Nano XT,Pune,2011,50000,Petrol,Manual,Second,23.9,624.0,37.48,4.0,11.75,0.75,15,Tata,3125.0,0
2324,Ford EcoSport 1.5 TDCi Titanium,Chennai,2014,72563,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,11.75,5.0,12,Ford,5582.0,0
2325,Maruti Swift 1.3 VXI ABS,Pune,2015,67000,Petrol,Manual,First,16.1,1497.0,98.6,5.0,11.75,4.7,11,Maruti,5583.0,1
2326,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,23.64,9.69,11,Hyundai,4853.0,1
2327,Chevrolet Enjoy 1.3 TCDi LTZ 8,Coimbatore,2015,57934,Diesel,Manual,First,18.2,1248.0,73.74,8.0,11.75,5.5,11,Chevrolet,4828.0,1
2328,BMW X5 xDrive 30d M Sport,Chennai,2017,650000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,65.0,65.0,9,BMW,65000.0,1
2329,Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,63000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,10.15,5.11,11,Volkswagen,5250.0,1
2330,Skoda Fabia 1.2 MPI Ambition Plus,Mumbai,2012,27014,Petrol,Manual,First,16.25,1198.0,75.0,5.0,11.75,2.19,14,Skoda,1801.0,1
2331,Volkswagen Vento Diesel Comfortline,Chennai,2012,90906,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11.75,4.25,14,Volkswagen,6060.0,1
2332,Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,14.5,14.5,13,Mahindra,4372.0,1
2333,Nissan Terrano XL D Option,Mumbai,2014,51000,Diesel,Manual,First,19.87,1461.0,83.14,5.0,15.06,5.65,12,Nissan,3923.0,1
2334,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Diesel,Automatic,Second,12.9,2755.0,174.5,7.0,34.45,22.5,10,Toyota,8001.0,0
2335,Maruti Swift 1.3 VXi,Mumbai,2007,55000,Petrol,Manual,Second,16.1,1497.0,98.6,5.0,11.75,1.75,19,Maruti,2750.0,0
2336,Toyota Corolla H4,Jaipur,2004,160000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,11.75,1.5,22,Toyota,6957.0,0
2337,Hyundai i10 Sportz,Kochi,2012,42591,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.75,3.2,14,Hyundai,2839.0,1
2338,Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,11.75,4.5,14,Hyundai,4467.0,1
2339,Honda Amaze S i-Dtech,Pune,2014,48000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,11.75,4.5,12,Honda,3692.0,0
2340,Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,97000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,11.75,8.0,12,Hyundai,7462.0,1
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,41.94,28.9,8,Mercedes-Benz,1111.0,1
2342,Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,56900,Diesel,Manual,First,20.14,1498.0,88.8,5.0,11.75,4.1,11,Volkswagen,4742.0,1
2344,Maruti Baleno Zeta Automatic,Kochi,2017,36152,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,11.75,7.22,9,Maruti,3615.0,1
2345,Maruti Swift VDI,Hyderabad,2014,85512,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.92,5.8,12,Maruti,6578.0,1
2346,Mahindra Xylo D2 BSIV,Chennai,2013,234000,Diesel,Manual,Second,14.0,2489.0,95.0,8.0,11.75,3.5,13,Mahindra,16714.0,0
2347,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,36000,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,11.75,6.35,13,Ford,2571.0,0
2348,Mahindra XUV500 W8 2WD,Delhi,2015,36096,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.75,8.85,11,Mahindra,3008.0,1
2349,Chevrolet Beat LS,Hyderabad,2010,111111,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,11.75,2.0,16,Chevrolet,6536.0,0
2350,Hyundai Verna 1.6 VTVT,Bangalore,2012,73000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.75,5.5,14,Hyundai,4867.0,1
2351,Hyundai Grand i10 Asta,Kolkata,2014,44300,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,11.75,2.3,12,Hyundai,3408.0,0
2352,Renault Duster 110PS Diesel RxZ,Bangalore,2014,74500,Diesel,Manual,First,19.01,1461.0,108.45,5.0,15.01,7.95,12,Renault,5731.0,1
2353,Hyundai Xcent 1.2 Kappa S Option,Coimbatore,2016,21495,Petrol,Manual,First,19.1,1197.0,81.86,5.0,11.75,6.16,10,Hyundai,1954.0,1
2354,Hyundai i10 Sportz,Delhi,2012,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.75,2.85,14,Hyundai,3933.0,1
2355,Mercedes-Benz GLA Class 200 Sport Edition,Delhi,2016,23000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,25.0,25.0,10,Mercedes-Benz,2091.0,1
2356,Mercedes-Benz New C-Class 220 CDI MT,Coimbatore,2008,50135,Diesel,Manual,First,15.8,2148.0,170.0,5.0,11.75,10.36,18,Mercedes-Benz,2639.0,1
2357,Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,25000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,26.0,26.0,10,Mercedes-Benz,2273.0,1
2358,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,47000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,11.75,4.35,13,Hyundai,3357.0,1
2359,Mahindra Xylo D2 Maxx,Chennai,2016,150000,Diesel,Manual,First,14.95,2489.0,93.7,9.0,11.75,4.5,10,Mahindra,13636.0,1
2360,Maruti Swift Dzire LDI,Delhi,2015,53503,Diesel,Manual,First,26.59,1248.0,74.0,5.0,11.75,5.0,11,Maruti,4459.0,1
2361,Hyundai i10 Sportz,Ahmedabad,2014,47003,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.75,3.67,12,Hyundai,3616.0,1
2362,Tata Safari Storme Explorer Edition,Delhi,2014,80000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,11.75,6.0,12,Tata,6154.0,1
2363,Hyundai Grand i10 Asta,Coimbatore,2018,20492,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11.75,6.34,8,Hyundai,2277.0,1
2364,Mini Cooper Convertible S,Chennai,2012,17000,Petrol,Automatic,Second,16.82,1998.0,189.08,4.0,44.28,22.0,14,Mini,1133.0,0
2365,Toyota Corolla H5,Delhi,2006,79000,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,11.75,1.67,20,Toyota,3762.0,0
2366,Toyota Corolla Altis G MT,Kolkata,2014,27000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,11.75,7.95,12,Toyota,2077.0,1
2367,Maruti Grand Vitara 2.4 MT,Kochi,2018,28786,Petrol,Manual,First,10.4,2393.0,163.5,5.0,11.75,9.74,8,Maruti,3198.0,1
2368,Mahindra XUV500 W8 1.99 mHawk,Chennai,2011,143354,Diesel,Manual,Second,16.0,1997.0,140.0,7.0,11.75,6.0,15,Mahindra,8960.0,0
2370,Mini Cooper 3 DOOR S,Mumbai,2013,21000,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,39.57,21.5,13,Mini,1500.0,1
2372,Maruti Ritz VDi,Jaipur,2009,73000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,11.75,2.35,17,Maruti,4056.0,0
2373,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,74000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,11.75,2.65,14,Volkswagen,4933.0,0
2374,Hyundai i10 Magna,Kochi,2011,65423,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.75,3.16,15,Hyundai,4089.0,1
2375,Maruti A-Star Vxi,Jaipur,2009,65000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,11.75,2.05,17,Maruti,3611.0,0
2377,Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,Petrol,Manual,First,20.51,998.0,67.04,5.0,11.75,3.9,12,Maruti,4252.0,1
2378,Honda Mobilio S i DTEC,Coimbatore,2017,50808,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,11.75,6.68,9,Honda,5081.0,0
2379,Hyundai EON Era Plus,Jaipur,2017,52000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,11.75,3.5,9,Hyundai,5200.0,0
2380,Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,13.7,8.11,9,Skoda,3200.0,1
2381,Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11.75,8.3,9,Maruti,2500.0,1
2382,Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,23218,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.61,45.61,10,Mercedes-Benz,2111.0,1
2383,Skoda Laura Elegance 2.0 TDI CR AT,Pune,2010,84000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,11.75,4.45,16,Skoda,4941.0,1
2384,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.75,7.85,9,Maruti,4000.0,1
2386,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,Diesel,Manual,First,24.0,1120.0,70.0,5.0,11.75,3.75,12,Hyundai,1933.0,1
2387,Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.16,7.65,9,Maruti,6500.0,1
2388,Hyundai i20 1.2 Sportz,Ahmedabad,2013,40000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,11.75,4.9,13,Hyundai,2857.0,1
2389,Mahindra XUV500 AT W10 FWD,Coimbatore,2018,24500,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.52,16.52,8,Mahindra,2722.0,1
2390,Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,56674,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.05,14.05,10,Skoda,5152.0,1
2391,Maruti Ciaz VXi Plus,Kochi,2016,51950,Petrol,Manual,First,20.73,1373.0,91.1,5.0,11.75,6.75,10,Maruti,4723.0,1
2392,Hyundai Creta 1.6 CRDi SX,Kolkata,2016,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.75,9.2,10,Hyundai,4636.0,1
2394,Honda City 1.5 S MT,Chennai,2008,114750,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,11.75,2.75,18,Honda,6039.0,0
2395,Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,107890,Diesel,Manual,First,13.5,2198.0,157.7,7.0,20.5,20.5,10,Ford,9808.0,1
2396,Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,11.75,4.25,14,Hyundai,4267.0,1
2397,Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9.47,6.0,10,Ford,1951.0,1
2398,Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,11.75,6.0,11,Hyundai,2470.0,0
2399,Maruti Swift VXI BSIII,Ahmedabad,2008,52000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,11.75,2.41,18,Maruti,2737.0,1
2400,Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,10.17,7.25,11,Honda,2750.0,1
2401,Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,Diesel,Manual,First,11.1,2400.0,200.0,7.0,23.65,23.65,12,Volvo,6864.0,1
2402,Maruti Baleno Alpha 1.2,Delhi,2016,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,11.75,6.5,10,Maruti,2455.0,1
2403,Mercedes-Benz GLA Class 200 CDI SPORT,Kochi,2017,72524,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,18.06,18.06,9,Mercedes-Benz,7252.0,0
2404,Renault KWID RXT,Hyderabad,2016,73000,Petrol,Manual,First,25.17,799.0,53.3,5.0,11.75,3.2,10,Renault,6636.0,1
2405,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,21740,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.75,6.42,9,Ford,2174.0,1
2406,Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,23.0,23.0,11,Toyota,4917.0,1
2407,Honda City 1.5 S MT,Chennai,2013,83432,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.75,5.9,13,Honda,5959.0,1
2408,Mahindra Scorpio S2 7 Seater,Pune,2014,87200,Diesel,Manual,First,15.4,2523.0,75.0,7.0,11.75,7.75,12,Mahindra,6708.0,1
2409,BMW 3 Series 320d,Hyderabad,2012,88000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,47.87,15.0,14,BMW,5867.0,1
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.47,9.0,9,Maruti,4832.0,1
2411,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,11.75,11.5,15,Mercedes-Benz,3188.0,1
2412,Hyundai Verna 1.6 VTVT,Kolkata,2012,24000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,11.75,6.2,14,Hyundai,1600.0,0
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,24.0,1186.0,73.97,5.0,8.17,5.92,9,Hyundai,2077.0,1
2414,Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,9.58,6.29,10,Volkswagen,2000.0,1
2415,Honda Amaze S i-Vtech,Kochi,2014,66355,Petrol,Manual,First,18.0,1198.0,86.7,5.0,11.75,4.12,12,Honda,5104.0,1
2416,Honda CR-V 2.4 AT,Pune,2007,115800,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,11.75,3.8,19,Honda,5790.0,0
2417,Hyundai Santro Xing GL Plus,Ahmedabad,2014,41125,Petrol,Manual,First,17.92,1086.0,62.1,5.0,11.75,2.7,12,Hyundai,3163.0,1
2418,Mercedes-Benz B Class B200 CDI,Coimbatore,2017,43812,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,20.28,20.28,9,Mercedes-Benz,4381.0,1
2419,Honda Amaze S i-Vtech,Delhi,2014,69876,Petrol,Manual,First,18.0,1198.0,86.7,5.0,11.75,3.9,12,Honda,5375.0,1
2420,Toyota Fortuner 4x2 AT,Pune,2014,102000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,16.5,16.5,12,Toyota,7846.0,0
2421,Hyundai Verna 1.6 VTVT,Pune,2011,68000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.75,3.7,15,Hyundai,4250.0,1
2422,Jaguar XJ 3.0L Portfolio,Delhi,2016,12000,Diesel,Automatic,First,10.5,2993.0,271.23,4.0,79.0,79.0,10,Jaguar,1091.0,1
2423,BMW 3 Series 320d,Mumbai,2013,25000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,47.87,17.99,13,BMW,1786.0,1
2424,Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,Diesel,Manual,First,21.9,1396.0,88.76,5.0,11.75,3.9,13,Hyundai,3705.0,1
2425,Ford Figo Diesel EXI Option,Chennai,2012,72500,Diesel,Manual,First,18.5,1399.0,68.0,5.0,11.75,3.12,14,Ford,4833.0,1
2426,Maruti Wagon R LXI BSIII,Pune,2007,83000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,11.75,1.65,19,Maruti,4150.0,1
2427,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,Petrol,Manual,First,19.1,1197.0,81.86,5.0,11.75,3.5,11,Hyundai,3323.0,1
2428,Mahindra Xylo H4,Chennai,2015,82000,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,11.67,4.85,11,Mahindra,6833.0,0
2429,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,23152,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.22,39.22,8,Mercedes-Benz,2572.0,1
2430,Hyundai i10 Magna,Kolkata,2007,71600,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,11.75,2.0,19,Hyundai,3580.0,0
2431,Toyota Fortuner 3.0 Diesel,Mumbai,2010,122000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75,10.45,16,Toyota,7176.0,0
2432,Toyota Camry Hybrid,Chennai,2016,29277,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,27.0,27.0,10,Toyota,2662.0,1
2433,Ford Figo Diesel ZXI,Kolkata,2011,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.75,2.25,15,Ford,3750.0,1
2434,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,42000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,11.75,3.45,12,Hyundai,3231.0,1
2435,Hyundai i20 Sportz 1.2,Kochi,2016,61823,Petrol,Manual,First,18.6,1197.0,81.83,5.0,11.75,6.14,10,Hyundai,5620.0,1
2438,Maruti Dzire VDI,Hyderabad,2011,110000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,9.14,4.0,15,Maruti,6875.0,1
2439,Honda City 1.5 S MT,Kolkata,2010,38446,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.75,2.59,16,Honda,2262.0,1
2440,Maruti Baleno Delta 1.3,Delhi,2017,33000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,11.75,6.96,9,Maruti,3300.0,1
2442,Hyundai EON Era Plus,Jaipur,2016,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,11.75,3.0,10,Hyundai,6364.0,1
2443,Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,Diesel,Manual,First,20.14,1498.0,88.0,5.0,9.96,3.6,14,Volkswagen,4536.0,1
2444,Chevrolet Beat Diesel LS,Coimbatore,2014,55012,Diesel,Manual,Second,25.44,936.0,57.6,5.0,11.75,3.7,12,Chevrolet,4232.0,0
2445,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,63.71,21.75,13,BMW,3929.0,1
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,64.14,45.0,9,Mercedes-Benz,2500.0,1
2447,Maruti Alto K10 VXI,Coimbatore,2011,46808,Petrol,Manual,Second,24.07,998.0,67.1,5.0,4.7,3.19,15,Maruti,2926.0,0
2448,Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,Petrol,Manual,First,20.14,1197.0,81.86,5.0,7.85,6.2,11,Hyundai,5479.0,1
2449,Hyundai i10 Magna 1.1,Coimbatore,2013,64466,Petrol,Manual,First,19.81,1086.0,68.05,5.0,11.75,3.96,13,Hyundai,4605.0,1
2451,Maruti Swift Dzire Tour LDI,Jaipur,2016,80000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,11.75,4.5,10,Maruti,7273.0,1
2452,Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,11.75,3.55,9,Hyundai,6900.0,1
2453,Nissan Sunny Diesel XV,Chennai,2014,79200,Diesel,Manual,First,22.71,1461.0,84.8,5.0,11.75,5.5,12,Nissan,6092.0,1
2454,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,Petrol,Manual,First,15.8,1591.0,121.3,5.0,16.36,10.25,10,Hyundai,2680.0,1
2455,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,37.38,30.0,9,Toyota,4000.0,1
2456,Maruti Ritz VXi,Pune,2014,25000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,11.75,3.5,12,Maruti,1923.0,0
2457,Renault Pulse RxL,Delhi,2014,67668,Diesel,Manual,First,23.08,1461.0,63.12,5.0,11.75,3.1,12,Renault,5205.0,1
2458,Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,2010,78000,Petrol,Manual,First,17.5,1198.0,75.0,5.0,11.75,3.25,16,Skoda,4588.0,1
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.89,8.99,9,Ford,3000.0,1
2460,Volkswagen Vento Petrol Comfortline,Kolkata,2015,70623,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.75,3.99,11,Volkswagen,5885.0,1
2461,Nissan Terrano XV 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,11.75,6.0,11,Nissan,4500.0,0
2462,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.25,18.25,11,Audi,4000.0,1
2463,Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,62000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,11.75,7.75,14,Toyota,4133.0,1
2464,Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,6.62,4.5,9,Tata,4700.0,0
2465,Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,16.75,16.75,12,Toyota,13154.0,1
2466,BMW X3 xDrive20d,Pune,2012,108000,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.5,17.5,14,BMW,7200.0,1
2467,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,41000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,11.75,7.7,10,Maruti,3727.0,1
2468,Honda City 1.5 S MT,Pune,2012,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,11.75,4.45,14,Honda,4400.0,0
2469,Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,11.75,5.25,11,Maruti,12000.0,1
