Unnamed: 0,Name,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Kilometers_Per_Year,Is_First_Owner,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Brand_Ambassador,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Isuzu,Brand_Jaguar,Brand_Jeep,Brand_Lamborghini,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune
3163,Ford Endeavour Titanium 4X2,2019,14648,First,12.62,2198.0,158.0,7.0,35.29,27.36,7,1831.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,2013,100000,Second,15.8,1499.0,110.0,5.0,11.75,6.5,13,7143.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3165,Hyundai Grand i10 Magna,2016,22000,First,18.9,1197.0,82.0,5.0,11.75,4.25,10,2000.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3166,Chevrolet Sail 1.2 LS,2014,10000,First,18.2,1199.0,82.4,5.0,11.75,5.5,12,769.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3167,Maruti Swift Dzire LXI,2015,107000,First,20.85,1197.0,83.14,5.0,11.75,4.0,11,8917.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3168,Tata Zest Revotron 1.2T XM,2017,48198,First,17.57,1193.0,88.7,5.0,7.63,4.65,9,4820.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,15000,First,19.27,2143.0,170.0,5.0,28.5,28.5,11,1250.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3170,Chevrolet Cruze LTZ,2014,80073,First,17.3,1998.0,163.7,5.0,11.75,7.11,12,6159.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3171,Maruti Ritz VDi,2013,85388,First,21.1,1248.0,73.9,5.0,11.75,3.9,13,6099.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,14700,First,18.9,1197.0,81.86,5.0,11.75,5.6,9,1470.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3173,Maruti Dzire LDI,2012,150000,Third,28.4,1248.0,73.75,5.0,7.91,2.25,14,10000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3174,Hyundai Verna 1.6 SX,2011,34994,First,22.32,1582.0,126.32,5.0,11.75,3.9,15,2187.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3175,Jaguar XF Diesel,2014,82536,First,14.74,2993.0,270.9,5.0,28.63,28.63,12,6349.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3176,Skoda Superb Elegance 1.8 TSI AT,2013,82000,First,13.7,1798.0,157.75,5.0,11.75,7.25,13,5857.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3177,Maruti Wagon R LXI,2006,52000,Second,18.9,998.0,67.1,5.0,4.890000000000001,2.0,20,2476.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3178,Volkswagen Polo Petrol Highline 1.2L,2011,20000,First,16.47,1198.0,73.9,5.0,11.75,3.5,15,1250.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3179,Honda Civic 2010-2013 1.8 S MT,2011,55000,First,14.8,1799.0,130.2,5.0,11.75,5.0,15,3438.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3181,Maruti Wagon R VXI,2014,52000,First,22.5,998.0,67.04,5.0,5.51,3.45,12,4000.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3182,Maruti Swift Dzire VDI,2013,43284,First,23.4,1248.0,74.0,5.0,11.75,4.5,13,3092.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,23875,First,13.0,1591.0,121.3,5.0,14.36,14.36,8,2653.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3184,Hyundai Grand i10 Asta,2016,51866,First,18.9,1197.0,82.0,5.0,11.75,5.5,10,4715.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3185,Nissan Micra Diesel XV Premium,2013,69000,First,23.08,1461.0,63.1,5.0,11.75,3.0,13,4929.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3186,Hyundai Grand i10 1.2 Kappa Asta,2017,62788,First,18.9,1197.0,81.86,5.0,8.1,6.08,9,6279.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3187,Volkswagen Vento Diesel Highline,2013,150000,First,20.54,1598.0,103.6,5.0,11.75,5.0,13,10714.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3188,Toyota Fortuner 4x2 AT,2015,47566,First,12.55,2982.0,168.5,7.0,20.25,20.25,11,3964.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3190,Toyota Innova Crysta 2.8 GX AT,2018,20300,First,11.36,2755.0,171.5,7.0,20.97,18.0,8,2256.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3191,Mercedes-Benz A Class A180 CDI,2015,48300,First,20.0,2143.0,107.3,5.0,17.5,17.5,11,4025.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3192,Hyundai EON D Lite,2013,30000,First,21.1,814.0,55.2,5.0,11.75,2.1,13,2143.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3193,Hyundai Elantra CRDi SX,2012,36000,Second,22.7,1582.0,126.24,5.0,11.75,7.5,14,2400.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3194,Mini Cooper 3 DOOR D,2015,27641,Second,20.7,1496.0,113.98,4.0,34.89,24.77,11,2303.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3195,Renault Duster 110PS Diesel RXZ Option,2015,60000,First,19.64,1461.0,108.45,5.0,11.75,8.65,11,5000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3196,Ford Endeavour 3.2 Titanium AT 4X4,2019,9000,First,10.91,3198.0,197.0,7.0,35.5,35.5,7,1125.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3197,Toyota Corolla Altis GL MT,2014,60750,First,14.28,1798.0,138.03,5.0,11.75,10.5,12,4673.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3198,Mahindra XUV500 W7,2018,9000,First,14.0,2179.0,155.0,7.0,16.4,13.0,8,1000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,2012,41100,First,16.77,2993.0,261.49,5.0,166.0,26.5,14,2740.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3200,Maruti Wagon R LX BSIII,2004,60000,Second,17.3,1061.0,64.0,5.0,11.75,1.4,22,2609.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3201,Honda City i VTEC SV,2017,38424,First,17.8,1497.0,117.3,5.0,11.75,7.51,9,3842.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3202,Maruti Swift VDI,2014,50000,First,22.9,1248.0,74.0,5.0,7.92,4.3,12,3846.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3203,Honda City i-VTEC CVT VX,2015,19000,First,18.0,1497.0,117.3,5.0,15.29,8.95,11,1583.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3204,Maruti Ertiga VDI,2015,58734,First,20.77,1248.0,88.76,7.0,11.215,6.91,11,4894.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3205,Renault Duster 110PS Diesel RxZ,2016,65257,First,19.01,1461.0,108.45,5.0,15.01,9.75,10,5932.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3206,Maruti Swift Dzire VDi,2010,130000,Second,19.3,1248.0,73.9,5.0,11.75,4.0,16,7647.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3207,Maruti Ritz VDi,2011,79000,First,23.2,1248.0,73.94,5.0,11.75,3.65,15,4938.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3208,Mahindra XUV500 W8 4WD,2013,78000,First,15.1,2179.0,140.0,7.0,11.75,10.75,13,5571.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3209,Honda Brio S MT,2015,49133,First,19.4,1198.0,86.8,5.0,11.75,4.51,11,4094.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3210,Mercedes-Benz M-Class ML 350 4Matic,2016,22769,First,0.0,2987.0,165.0,5.0,49.22,49.22,10,2070.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3211,Tata Manza Club Class Quadrajet90 LS,2014,54448,First,21.02,1248.0,88.8,5.0,11.75,3.7,12,4188.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3212,Toyota Innova 2.5 V Diesel 7-seater,2014,158793,First,12.8,2494.0,102.0,7.0,12.99,12.99,12,12215.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3213,Maruti Swift VXI,2015,62088,First,18.6,1197.0,85.8,5.0,6.995,4.15,11,5174.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3214,Hyundai Verna 1.6 EX VTVT,2012,14800,First,17.01,1591.0,121.3,5.0,11.75,4.4,14,987.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3215,Honda Mobilio S i VTEC,2015,26000,First,17.3,1497.0,117.3,7.0,11.75,4.25,11,2167.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3216,Honda Amaze S i-Vtech,2017,32005,First,18.0,1198.0,86.7,5.0,11.75,4.25,9,3200.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3217,Honda City i-VTEC CVT VX,2017,35000,First,18.0,1497.0,117.3,5.0,14.67,7.7,9,3500.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3218,Land Rover Range Rover 2.2L Dynamic,2015,52000,First,12.7,2179.0,187.7,5.0,39.75,39.75,11,4333.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3219,Honda City i-VTEC V,2017,11000,First,17.4,1497.0,117.3,5.0,12.57,8.5,9,1100.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3220,Mercedes-Benz E-Class 280 Elegance,2008,62000,First,9.5,2997.0,231.1,5.0,11.75,7.0,18,3263.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3221,Ford Ikon 1.3 Flair,2002,65134,Third,13.8,1299.0,70.0,5.0,11.75,0.8,24,2605.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3222,Toyota Fortuner 4x2 Manual,2013,71000,First,13.0,2982.0,168.5,7.0,15.25,15.25,13,5071.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3223,Maruti A-Star Vxi,2008,51366,First,19.0,998.0,66.1,5.0,11.75,2.25,18,2703.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3224,Tata Sumo EX,2016,46300,First,14.07,1948.0,83.1,7.0,11.75,4.85,10,4209.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3225,Honda City V AT,2012,60908,Second,15.6,1497.0,116.3,5.0,11.75,6.42,14,4061.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3226,Nissan Micra XV D,2012,93450,Second,23.19,1461.0,63.12,5.0,9.48,2.5,14,6230.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3227,Hyundai Verna SX CRDi AT,2011,104000,First,19.08,1582.0,126.32,5.0,11.75,5.75,15,6500.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3228,Maruti 800 Std,2003,52000,First,16.1,796.0,37.0,4.0,11.75,0.5,23,2167.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3229,Mahindra XUV500 W8 4WD,2015,42999,First,15.1,2179.0,140.0,7.0,11.75,11.52,11,3583.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3230,Maruti SX4 VDI,2014,90000,First,21.5,1248.0,88.8,5.0,11.75,4.5,12,6923.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3231,Hyundai i20 Sportz AT 1.4,2013,72000,First,15.0,1396.0,98.6,5.0,11.75,4.75,13,5143.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3232,Hyundai Creta 1.6 CRDi SX,2019,54321,First,19.67,1582.0,126.2,5.0,13.54,13.54,7,6790.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,59630,First,13.0,2143.0,201.1,5.0,23.41,23.41,11,4969.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3234,Toyota Fortuner 4x2 AT,2013,116000,Second,12.55,2982.0,168.5,7.0,19.25,19.25,13,8286.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3235,Volvo S60 D4 KINETIC,2015,34000,First,9.0,1984.0,181.0,5.0,20.0,20.0,11,2833.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2011,70000,First,14.21,2143.0,203.0,5.0,13.0,13.0,15,4375.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3237,Honda Accord 2.4 Elegance M/T,2010,80000,First,10.2,2354.0,180.0,5.0,11.75,3.99,16,4706.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3238,Honda Amaze S i-Dtech,2015,110000,First,25.8,1498.0,98.6,5.0,11.75,4.65,11,9167.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3239,Maruti Dzire ZDI,2013,56454,First,28.4,1248.0,73.75,5.0,8.95,4.65,13,4032.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3240,Maruti Swift LXI,2013,60000,First,18.6,1197.0,85.8,5.0,11.75,3.15,13,4286.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3241,Toyota Corolla Altis G HV AT,2013,56000,First,14.53,1798.0,138.1,5.0,11.75,8.25,13,4000.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,2012,63000,Second,11.49,4367.0,335.3,5.0,65.0,65.0,14,4200.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3243,Maruti Swift VDI,2012,63000,First,22.9,1248.0,74.0,5.0,7.92,4.5,14,4200.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3244,Jeep Compass 2.0 Limited Option 4X4,2017,15050,First,16.3,1956.0,170.0,5.0,23.19,17.5,9,1505.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3245,Maruti Swift VXI BSIV,2016,29401,First,20.4,1197.0,81.8,5.0,11.75,4.31,10,2673.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3246,Honda Jazz 1.2 SV i VTEC,2016,25238,First,18.7,1199.0,88.7,5.0,11.75,6.2,10,2294.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3248,Volkswagen Polo Petrol Trendline 1.2L,2011,58752,First,16.47,1198.0,73.9,5.0,11.75,3.32,15,3672.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3249,Honda Civic 2006-2010 1.8 V AT,2011,62000,First,12.9,1799.0,130.0,5.0,11.75,3.75,15,3875.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3250,Toyota Etios G SP,2013,132000,First,16.78,1496.0,88.73,5.0,11.75,4.7,13,9429.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3251,Hyundai Verna 1.6 SX VTVT,2016,51000,First,17.01,1591.0,121.3,5.0,11.75,6.5,10,4636.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3252,Toyota Innova 2.5 G4 Diesel 8-seater,2009,185200,First,12.8,2494.0,102.0,8.0,11.75,7.25,17,10289.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
